idpub,CESD,Marital_status,School_rank,IQ,SE_status_parents,Town_population,Agreeableness,Conscientiousnes,Extraversion, Neuroticism,Openness,Kidsno,Years_of_education,Age_at_first_birth,Autonomy,Self_Acceptance,No_emp_spell,Social_part_1,Family_Stress,additional_child,trt
924734,8,1,43,97,4,7,31,32,24,19,27,3,12,276,33,38,2,5,14,1,0
924759,20,1,78,102,5,7,29,30,27,20,23,5,15,230,35,34,1,1,9,0,0
924767,26,1,96,121,7,3,27,24,16,22,15,2,15,223,19,23,1,1,7,0,0
924778,25,1,44,77,9,9,22,20,21,19,20,3,12,204,25,31,1,3,10,1,0
924805,34,1,50,77,3,2,29,32,19,18,18,4,12,205,28,37,1,0,8,0,0
924842,10,1,96,123,3,2,23,31,21,19,21,3,15,224,34,35,1,2,9,0,0
924849,2,1,29,93,10,6,31,35,29,11,24,4,12,211,42,41,2,3,8,2,0
924852,14,1,85,109,22,5,22,24,29,16,20,3,13,201,32,32,6,3,12,0,0
924864,56,1,70,104,10,3,27,29,20,12,17,3,12,230,25,23,2,4,10,1,1
924878,3,1,98,118,4,4,32,32,23,13,25,2,14,259,40,41,4,2,7,0,0
924885,6,1,53,113,5,4,27,26,26,18,27,2,12,201,40,42,4,2,7,0,0
924905,13,1,27,88,23,6,30,33,14,26,12,3,13,229,25,29,7,2,13,1,0
924910,25,1,51,99,19,6,28,25,21,23,17,4,12,190,29,34,1,0,8,0,1
924913,16,1,57,94,22,4,23,28,28,15,27,2,16,231,34,33,8,1,7,0,0
924916,0,1,66,113,18,6,32,27,27,9,24,3,15,236,26,42,11,6,6,2,0
924944,11,1,72,101,24,5,30,35,29,19,24,2,13,220,40,39,1,3,11,0,0
924962,11,1,45,112,24,7,26,26,27,20,22,3,16,218,27,34,3,1,7,0,1
924976,15,1,40,81,5,5,35,29,15,26,12,2,12,253,26,31,1,1,8,0,0
925078,23,1,58,103,38,7,20,20,16,20,34,1,18,260,39,32,4,3,8,1,0
925106,16,1,96,124,8,3,16,34,31,19,20,2,15,225,36,37,8,4,10,0,1
925117,9,1,79,111,30,4,34,30,27,15,26,4,14,210,32,41,2,4,9,0,0
925126,13,1,93,121,36,4,35,36,28,20,21,2,16,277,40,40,7,4,7,0,0
925130,11,1,63,89,22,7,36,36,33,11,32,2,12,205,33,41,4,10,5,0,0
925136,17,1,53,115,15,4,32,27,28,27,26,3,15,244,33,36,2,5,7,0,1
925138,9,1,68,101,1,7,31,29,22,18,20,2,12,250,33,34,1,0,8,0,0
925189,6,1,92,115,6,6,28,33,26,13,22,2,12,241,35,36,1,3,10,0,0
925209,12,1,43,117,45,6,32,24,30,14,30,3,14,227,33,38,3,4,10,3,0
925220,15,1,52,79,6,4,35,28,20,18,16,3,12,211,24,28,2,2,10,0,0
925279,24,1,51,107,24,9,28,27,33,16,24,3,12,206,32,35,3,4,6,0,0
925319,13,1,89,118,20,5,31,26,19,20,26,4,15,245,38,37,1,5,11,0,0
925381,12,1,98,139,2,2,26,25,23,17,34,3,19,235,34,40,1,5,10,0,1
925396,20,1,94,129,4,2,35,31,26,23,23,4,12,249,33,39,2,3,9,0,0
925456,28,1,97,124,16,6,29,26,21,22,24,2,16,327,28,32,3,0,11,0,0
925463,7,1,87,120,19,6,32,36,28,9,20,3,13,206,38,42,3,3,6,1,0
925464,12,1,19,96,13,4,34,35,25,16,22,4,12,209,33,31,3,1,8,0,0
925477,0,0,57,109,19,6,26,24,24,13,24,2,12,229,36,40,8,2,13,2,0
925481,22,1,5,78,8,3,30,31,22,15,17,5,12,269,30,33,1,0,8,0,0
925484,9,1,32,94,8,5,27,26,17,12,18,3,13,209,32,33,1,2,8,0,0
925492,11,1,96,98,9,5,28,33,22,22,16,1,14,242,25,37,1,1,6,1,0
925511,1,1,31,83,15,6,31,32,31,17,15,3,12,200,41,39,2,0,5,0,0
925530,7,1,8,99,7,6,25,27,26,14,23,1,13,311,25,34,2,2,8,3,0
925557,15,1,88,133,18,8,35,24,27,7,22,3,13,199,36,40,2,4,11,0,0
925659,10,1,89,112,8,3,28,31,32,20,17,2,14,212,36,41,7,2,9,0,0
925660,14,1,39,103,27,6,23,24,23,16,24,5,12,221,32,36,10,2,10,2,0
925671,14,1,96,125,27,9,25,31,24,16,24,3,17,295,33,36,1,2,10,0,0
925675,8,1,58,93,15,4,32,34,31,15,14,4,12,199,35,37,2,2,10,0,0
925686,12,1,89,99,15,2,35,36,32,18,26,3,12,205,37,40,1,2,4,0,0
925710,10,0,61,103,15,6,34,32,29,11,26,4,16,195,33,40,3,4,6,1,0
925727,35,0,54,98,19,6,25,31,28,18,28,2,16,230,28,21,2,7,13,0,0
925731,1,1,40,94,11,5,33,33,17,11,29,4,12,219,28,28,3,2,8,0,0
925738,75,1,49,102,7,4,22,23,13,24,14,8,12,192,21,20,1,1,10,0,0
925740,1,1,73,106,15,2,34,24,18,11,29,2,14,185,36,39,3,7,8,0,0
925741,24,1,90,115,9,8,27,25,19,22,21,1,13,222,30,31,1,2,8,0,1
925744,5,1,53,93,12,5,30,31,23,21,18,3,12,235,28,38,1,2,8,0,0
925806,9,1,84,107,17,2,34,33,17,17,18,2,12,238,30,34,2,2,8,0,0
925808,1,1,56,101,29,3,33,35,30,12,33,2,16,270,33,42,1,6,9,0,0
925829,29,1,38,89,5,4,29,31,18,24,24,3,12,230,31,34,2,1,11,0,0
925844,1,1,86,117,24,6,31,30,23,9,24,2,12,225,38,40,1,3,4,0,0
925885,6,1,96,120,41,3,31,32,23,23,26,2,12,213,35,32,2,2,8,0,0
925902,5,0,52,109,14,2,30,30,20,15,23,4,15,237,28,42,2,4,6,0,0
925960,28,1,84,109,11,7,30,24,23,16,33,3,12,216,34,39,1,3,6,0,0
926012,8,1,49,91,15,5,25,30,34,17,23,3,14,211,22,39,1,5,5,0,0
926041,18,1,91,113,1,8,34,35,16,20,15,3,12,195,32,36,1,3,10,0,1
926050,16,1,63,123,46,5,29,27,26,14,29,3,16,231,31,30,3,3,11,0,0
926075,31,0,35,92,10,6,30,32,27,18,30,1,13,232,34,13,7,3,7,0,0
926088,5,1,99,133,20,5,23,25,22,13,23,3,19,225,38,35,1,1,12,3,1
926092,18,1,90,99,16,3,30,33,16,16,21,2,13,211,29,27,1,1,7,2,0
926102,0,1,95,118,29,4,36,33,35,8,28,4,15,217,29,42,1,4,7,0,0
926139,38,1,86,109,21,3,28,21,14,21,20,2,15,254,26,32,1,4,4,0,0
926153,24,1,65,96,6,2,23,22,19,21,16,2,12,197,30,31,1,2,4,0,0
926166,18,1,27,106,29,5,27,30,24,14,17,3,13,217,26,25,3,2,11,0,0
926188,18,1,55,109,3,3,26,27,20,14,18,3,12,197,23,23,1,4,8,0,0
926235,17,1,98,118,6,2,33,23,19,16,22,3,13,210,21,35,4,2,10,1,0
926243,10,1,98,145,24,4,25,25,20,10,25,3,15,219,23,28,4,5,6,0,0
926258,43,1,54,87,17,3,24,25,20,21,20,4,12,198,28,31,2,2,9,0,0
926259,28,1,41,103,6,6,27,32,21,20,15,4,13,219,26,27,3,5,11,0,0
926280,90,1,26,87,18,3,15,17,22,16,26,2,12,212,24,23,2,4,14,0,0
926303,23,1,49,109,15,5,26,32,26,16,20,2,12,235,33,36,3,8,8,0,0
926328,6,0,26,99,14,7,31,35,28,20,25,4,14,218,27,38,1,0,10,0,0
926422,8,1,92,102,10,2,32,32,21,10,22,2,12,288,37,40,1,2,4,0,0
926428,6,1,39,101,14,6,32,34,26,15,28,4,12,211,31,42,4,3,12,0,0
926456,4,1,37,102,11,6,23,33,21,13,22,2,13,215,30,34,1,2,8,0,0
926481,25,1,31,81,3,9,32,28,24,16,28,4,14,186,42,41,8,2,12,0,0
926495,32,1,77,106,5,4,32,28,16,17,15,2,12,248,30,31,1,0,10,0,0
926513,6,0,52,96,9,9,34,29,24,8,26,3,12,214,32,37,2,3,10,1,0
926517,15,1,73,87,4,2,31,32,15,22,20,3,12,242,32,34,1,2,10,0,0
926530,4,1,42,101,8,9,27,27,23,12,26,4,12,197,39,32,8,2,14,0,0
926557,6,1,86,94,20,5,31,34,26,10,22,3,16,244,29,33,1,5,7,0,0
926596,11,1,28,104,8,9,26,30,28,16,24,7,12,202,35,35,2,1,10,0,0
926600,14,1,65,113,15,2,34,28,30,11,24,2,13,241,39,42,7,3,7,0,0
926608,19,1,25,87,12,9,26,30,27,18,20,3,12,200,35,34,3,1,12,0,0
926623,17,1,98,139,24,4,36,28,26,11,25,3,16,242,33,33,1,4,13,0,0
926656,21,1,72,112,18,6,28,27,25,16,18,5,12,185,38,29,12,0,6,-1,0
926661,4,1,33,101,10,4,30,27,19,16,22,4,12,205,33,40,2,3,8,0,0
926677,57,1,10,82,12,3,18,20,21,19,16,3,12,199,15,20,3,2,14,0,1
926686,8,1,94,107,36,3,26,32,23,18,30,4,16,222,32,40,1,4,13,0,0
926703,22,1,83,112,7,2,28,28,28,15,20,3,12,215,23,27,4,1,8,0,0
926705,8,1,36,98,13,9,26,22,19,19,22,5,12,201,33,33,2,3,12,1,0
926722,26,1,33,77,4,6,30,25,15,21,13,1,12,304,25,29,2,1,7,0,0
926732,33,1,98,121,59,5,26,29,21,18,23,3,18,281,27,30,1,3,13,2,0
926738,6,1,73,98,18,6,23,29,17,16,20,3,12,194,36,41,3,2,8,0,0
926740,6,1,39,96,12,9,34,23,25,20,21,3,14,253,30,32,1,5,8,0,0
926756,30,1,59,94,16,4,33,26,31,18,24,4,12,198,40,37,1,5,8,0,0
926764,10,1,84,102,24,9,25,36,9,19,27,2,12,222,38,42,2,2,12,0,0
926817,17,1,89,103,32,6,34,21,17,24,19,2,12,208,29,30,4,2,8,0,0
926844,20,0,68,102,11,4,30,29,12,10,14,2,12,214,26,23,1,0,6,0,0
926871,5,1,83,102,14,2,28,25,22,10,15,3,12,257,36,38,2,2,9,0,0
926877,51,0,71,111,37,9,26,21,28,24,12,3,13,210,17,19,3,7,14,0,0
926882,5,1,68,99,11,4,27,24,25,15,20,4,13,202,35,32,1,2,4,0,0
926886,4,1,24,77,16,9,25,25,21,15,21,5,12,225,30,27,1,2,10,0,0
926890,17,1,54,109,14,3,26,30,28,18,20,2,15,284,28,32,4,3,9,0,0
926916,0,1,38,109,2,3,36,30,28,6,22,5,12,177,34,41,7,0,6,0,0
926919,14,1,60,82,18,6,32,25,21,26,12,5,13,210,25,31,1,2,8,0,0
926941,41,1,17,83,4,5,26,26,11,20,10,5,12,246,17,16,2,0,11,0,0
926963,11,1,52,104,11,6,35,35,22,13,20,3,12,209,34,37,1,3,8,0,0
926997,1,1,83,133,13,3,34,31,28,16,24,1,15,263,30,40,1,1,12,0,1
927006,3,1,41,102,14,5,21,27,21,17,21,3,12,240,38,39,3,2,10,0,0
927068,17,1,16,77,14,3,31,30,22,16,24,2,12,287,27,26,2,0,13,0,0
927103,12,1,30,91,25,9,31,26,26,26,21,1,14,332,25,27,3,1,16,0,0
927107,9,1,85,109,4,3,29,32,21,15,17,6,12,244,29,37,1,0,14,0,0
927136,6,1,27,89,11,2,28,24,23,18,15,4,12,219,29,27,8,1,7,0,0
927149,10,1,68,97,30,3,30,29,22,22,23,2,15,242,27,28,1,2,10,0,0
927159,15,1,38,91,23,9,27,30,21,14,18,4,12,235,28,32,4,3,12,0,0
927184,15,1,44,78,3,2,24,22,23,20,20,3,12,220,24,31,4,0,10,0,1
927211,79,1,88,98,8,5,25,28,18,19,26,1,12,215,32,26,1,1,11,9,0
927227,16,1,61,96,21,6,23,34,33,11,21,1,16,339,39,34,2,0,7,1,0
927254,15,1,35,96,22,5,31,26,29,17,19,3,12,195,31,27,1,0,8,3,0
927284,9,1,33,92,13,9,28,25,22,19,20,2,13,220,38,33,2,0,11,0,0
927317,1,1,86,106,18,2,35,34,27,12,20,2,12,229,26,35,3,2,11,0,0
927341,10,0,77,115,28,4,25,30,13,22,18,3,15,215,26,35,2,0,14,2,1
927357,13,1,98,112,27,6,33,23,24,17,24,2,14,220,26,31,4,3,4,0,0
927362,6,1,68,101,1,6,34,29,19,21,11,3,12,214,24,38,1,3,8,2,1
927373,2,1,68,115,37,4,28,33,22,16,20,3,13,213,31,42,1,2,7,0,0
927376,31,1,62,107,12,9,17,31,22,22,21,4,12,219,24,24,1,3,20,1,0
927377,20,1,2,78,5,3,31,23,21,24,14,3,12,210,29,27,2,1,13,0,0
927394,0,1,91,121,27,9,35,31,25,8,22,4,15,233,39,42,2,4,9,0,0
927399,17,1,94,111,3,5,36,33,24,7,31,5,15,233,42,32,7,4,8,0,1
927403,28,1,7,75,20,5,24,21,18,18,13,3,12,313,25,29,1,0,10,0,1
927411,47,1,74,91,9,5,26,29,21,20,19,4,12,224,13,12,2,3,12,0,0
927417,0,1,98,123,20,4,34,34,26,8,21,1,15,342,40,42,8,3,4,0,0
927425,27,1,33,87,3,2,29,32,21,30,23,3,12,219,18,32,1,1,8,0,0
927437,40,1,68,101,15,5,31,20,24,14,15,4,12,207,25,25,1,2,11,0,1
927449,15,1,46,83,10,4,32,34,17,15,14,3,12,203,24,28,1,2,4,0,0
927454,42,1,95,127,18,6,20,32,14,16,29,3,16,230,30,18,2,0,7,0,1
927475,80,1,65,94,27,2,22,30,16,27,23,5,15,230,17,10,2,2,9,0,0
927481,8,1,86,104,26,3,29,24,15,27,20,2,16,312,30,27,1,1,12,2,0
927519,19,1,97,111,18,2,22,24,21,21,20,3,12,195,24,30,1,1,15,0,0
927588,2,1,67,118,15,6,21,25,24,21,19,3,12,188,31,35,1,1,6,0,0
927591,9,1,28,99,3,4,24,31,28,12,28,3,12,228,35,37,2,0,12,0,0
927594,28,1,61,94,24,5,33,27,12,17,12,2,12,233,35,34,3,3,13,0,0
927622,6,1,26,106,4,6,33,35,31,17,23,3,13,210,39,39,1,3,9,0,0
927624,9,1,87,104,4,5,34,31,18,25,11,3,12,279,34,39,1,1,4,0,1
927652,8,1,61,77,30,2,27,25,23,16,25,2,17,286,30,38,2,3,10,0,0
927662,11,1,11,94,11,5,30,29,27,18,22,2,12,229,28,32,1,1,5,0,0
927674,13,0,22,101,9,4,35,36,19,12,20,2,13,210,31,38,4,0,4,3,0
927714,25,0,60,117,26,9,26,33,21,19,19,4,12,195,30,28,1,2,11,0,0
927753,23,0,33,123,46,9,34,25,24,15,26,4,12,277,29,30,7,7,17,0,0
927768,8,1,64,96,31,2,27,23,22,20,19,2,13,234,30,33,3,1,10,0,0
927773,10,1,93,127,21,6,27,34,16,9,23,3,12,222,27,37,2,1,6,0,1
927781,16,1,70,96,12,9,31,24,19,17,13,4,16,254,24,33,2,1,13,0,1
927783,15,1,60,109,17,6,35,24,29,16,22,3,16,241,27,39,2,4,8,2,0
927832,21,1,95,96,17,2,25,24,21,20,26,2,16,276,23,31,2,4,13,0,0
927843,25,1,38,99,9,4,36,27,21,24,14,3,12,202,18,22,2,0,10,0,0
927854,50,1,95,124,25,4,28,24,12,24,14,1,16,257,25,33,1,1,14,0,0
927857,7,0,23,89,13,8,23,33,35,9,33,2,12,195,42,37,1,3,4,0,1
927868,15,1,55,96,17,5,25,25,20,20,27,3,13,238,32,31,2,1,14,0,0
927880,32,1,27,96,10,3,24,24,27,20,20,1,13,327,24,35,1,2,12,1,0
927885,9,0,47,83,26,2,27,26,22,13,20,5,13,208,30,26,1,5,9,0,1
927907,21,1,74,112,3,2,20,36,9,22,10,3,12,226,30,25,3,3,12,0,0
927918,0,1,95,127,23,6,31,34,25,12,18,4,14,235,39,40,1,3,11,0,0
927939,12,1,71,92,8,7,35,32,27,13,23,4,12,220,32,36,2,3,8,0,0
927948,2,1,95,129,15,8,30,36,31,8,18,3,13,201,27,39,3,7,8,0,1
927956,2,1,90,129,17,4,35,28,33,12,29,2,17,324,34,42,3,0,6,0,0
927983,4,1,91,124,19,6,33,36,28,11,24,4,16,230,33,37,8,4,11,2,0
927994,116,1,32,96,21,5,23,19,17,29,20,2,13,225,18,9,4,0,12,0,1
928007,47,1,58,103,16,9,29,25,17,25,22,4,12,220,23,24,2,2,11,0,0
928012,21,1,77,102,22,5,31,28,24,16,19,3,16,299,26,32,1,4,8,0,0
928015,12,1,92,106,16,4,31,25,26,24,18,2,16,266,23,31,2,0,15,0,0
928038,2,1,41,101,17,7,32,34,29,15,21,3,13,200,31,39,3,3,4,3,1
928112,9,1,42,112,21,3,32,32,20,20,17,3,12,218,28,35,2,3,7,0,0
928115,28,1,94,125,11,5,32,32,13,20,26,2,16,232,38,26,3,5,5,0,0
928141,15,1,45,97,22,6,26,30,23,24,14,4,12,219,28,37,1,1,6,0,0
928145,9,1,88,115,21,9,23,31,21,17,15,3,15,240,25,34,2,2,13,0,0
928209,2,1,69,111,11,4,34,36,27,23,21,5,12,210,26,41,1,2,4,0,0
928218,14,1,81,118,34,8,34,36,25,14,31,3,16,234,37,41,2,4,10,0,0
928230,3,1,97,109,12,9,29,30,22,18,23,2,16,276,29,35,1,2,8,0,0
928251,10,1,72,98,16,3,31,29,18,15,23,4,12,191,34,29,1,3,13,0,0
928284,53,1,55,88,11,3,30,32,27,16,21,2,12,220,35,28,3,9,5,0,0
928318,57,0,80,94,6,2,26,34,23,10,19,3,16,240,36,34,2,4,6,0,0
928324,15,0,58,76,3,3,29,28,19,15,20,2,16,264,24,31,2,3,8,-6,0
928335,21,1,90,111,24,9,32,25,20,18,14,3,18,245,29,28,2,4,10,0,1
928387,27,1,4,86,13,7,25,19,27,28,13,2,12,236,28,24,2,0,10,0,0
928396,7,1,96,127,39,5,32,29,29,11,34,3,18,255,34,40,2,3,6,0,0
928429,10,1,91,92,6,4,27,30,27,14,21,3,12,193,41,40,4,4,10,1,0
928440,67,1,30,89,3,4,30,26,22,15,24,3,13,269,29,19,1,1,7,0,0
928447,23,1,78,121,19,6,26,30,26,16,20,2,12,209,26,31,2,2,8,1,0
928476,43,1,58,104,24,9,27,21,12,27,17,1,17,286,12,22,1,0,8,0,0
928526,7,1,15,104,10,2,29,30,16,18,13,4,13,198,20,28,1,1,9,0,0
928577,19,1,85,109,14,2,22,22,15,23,19,4,12,209,20,24,3,3,11,0,1
928589,13,0,61,106,20,4,36,36,22,9,24,4,12,187,34,40,3,0,10,2,0
928616,8,1,94,133,25,7,29,36,23,11,29,2,16,255,41,42,3,6,7,1,0
928635,62,1,57,86,18,6,34,30,13,11,14,2,12,259,26,32,2,1,9,0,0
928664,38,1,55,94,18,7,31,31,31,10,19,1,12,269,16,8,1,1,8,0,0
928679,15,1,87,94,9,3,34,35,23,12,25,2,12,201,31,39,1,2,7,0,0
928683,3,1,73,113,11,4,36,34,31,13,24,2,15,216,31,39,1,3,7,0,0
928719,33,1,32,91,28,9,31,28,21,22,8,2,12,267,13,19,3,0,11,0,0
928762,7,1,37,106,12,2,31,31,27,16,23,3,12,218,37,37,1,0,8,0,0
928778,7,1,57,96,8,2,22,27,24,9,24,1,12,218,40,39,3,1,5,0,0
928782,29,1,61,93,15,3,30,33,31,22,16,1,13,351,31,38,1,2,4,0,1
928799,20,1,99,121,15,6,30,33,31,17,27,2,17,226,37,37,1,3,12,0,0
928818,9,1,95,139,38,3,25,22,18,19,28,3,16,226,36,34,2,3,13,0,0
928820,2,1,82,113,16,3,31,34,30,10,27,2,16,250,32,40,1,3,7,0,0
928834,19,1,92,115,17,3,35,32,26,10,20,1,16,341,32,40,1,3,10,0,0
928886,15,1,81,94,40,6,30,35,31,17,29,3,15,236,34,35,1,3,13,0,0
928890,7,1,79,98,7,6,32,33,36,14,21,3,12,262,18,31,2,1,11,0,0
928904,38,1,20,67,15,3,26,24,24,14,23,2,12,259,28,31,4,3,7,0,0
928951,11,1,74,124,36,9,33,31,22,14,19,4,15,266,27,30,4,1,10,0,0
928955,60,1,25,94,14,7,31,24,22,20,11,2,12,229,18,10,3,1,10,0,1
928965,3,1,35,127,11,7,33,33,32,9,25,3,12,217,38,37,2,4,10,0,0
928977,2,1,86,99,9,3,30,31,16,5,18,2,13,216,41,38,3,1,8,0,0
928986,8,1,76,99,5,4,29,30,20,16,19,4,12,212,29,32,1,1,8,0,0
929013,21,1,76,111,9,2,34,36,32,16,15,5,12,209,35,40,2,0,8,0,0
929017,10,1,35,86,12,8,27,26,23,16,20,3,13,231,35,26,1,2,8,0,0
929021,3,0,79,113,16,3,29,30,24,19,17,2,12,215,30,28,1,0,11,3,0
929023,17,1,28,82,6,6,36,29,19,15,17,3,12,264,26,25,4,2,14,0,0
929034,9,0,25,121,14,9,31,27,32,17,18,3,12,208,36,31,1,1,14,0,0
929101,44,0,12,93,12,4,25,28,27,12,23,5,12,200,27,33,7,7,5,0,0
929126,7,1,84,101,25,7,32,33,25,13,21,3,12,238,35,41,2,3,6,0,0
929133,12,0,37,88,16,2,32,24,22,25,14,4,12,195,21,29,2,2,12,4,1
929140,16,1,97,125,44,7,32,33,20,18,18,2,18,243,28,29,3,6,10,0,0
929168,0,1,87,104,12,5,31,34,23,10,17,2,12,235,25,40,1,1,4,0,0
929174,28,1,32,106,11,2,33,26,30,12,17,3,12,196,31,28,3,5,10,1,0
929179,10,1,26,93,2,4,34,29,21,20,10,2,12,217,23,39,2,0,5,0,0
929185,15,1,15,73,10,4,26,24,16,21,19,3,12,208,26,27,4,3,8,0,0
929214,101,1,92,94,4,2,32,34,9,20,14,4,12,214,22,17,2,2,15,0,1
929238,15,1,82,99,5,4,33,33,29,8,24,2,16,230,36,37,1,2,10,0,0
929258,10,1,92,115,7,2,33,30,15,17,22,4,12,181,29,33,2,1,8,0,0
929280,9,1,57,109,27,6,30,33,21,17,25,5,12,198,39,38,2,3,8,1,0
929291,4,1,56,102,41,8,35,26,34,11,28,2,16,315,41,29,1,2,7,0,0
929329,22,1,77,113,18,4,27,29,27,14,19,5,12,199,35,32,3,1,8,0,1
929357,22,1,52,93,7,6,19,35,14,23,21,3,12,246,31,33,2,1,8,0,0
929413,5,1,67,107,18,9,26,30,25,17,22,1,12,297,31,31,2,0,8,0,0
929441,6,1,24,111,10,2,32,26,16,21,21,4,12,248,37,33,1,3,8,0,0
929481,7,1,75,99,7,4,34,36,24,13,19,2,15,260,37,37,2,3,4,0,0
929490,5,1,91,106,36,6,33,32,25,19,22,2,16,264,28,35,3,6,12,0,0
929500,8,1,94,109,6,2,28,28,22,18,18,3,12,228,24,28,1,3,16,0,0
929505,22,1,97,118,37,6,35,29,21,19,21,2,17,304,29,37,1,4,12,0,0
929507,11,1,53,99,24,6,34,33,28,12,25,2,12,200,29,39,2,3,10,0,0
929553,0,1,78,118,14,3,36,36,28,15,24,1,12,268,42,42,9,3,6,0,0
929557,2,1,88,111,15,4,26,28,23,24,20,2,16,249,25,38,3,1,12,0,0
929586,21,1,98,129,22,3,24,25,22,14,26,4,16,233,29,37,1,3,11,0,0
929588,10,1,53,93,5,6,29,29,22,16,15,2,12,255,28,29,2,2,11,0,0
929596,28,1,38,75,6,4,34,29,23,16,22,2,14,310,26,38,1,2,8,1,0
929608,49,1,67,109,19,6,21,27,33,23,30,2,12,238,31,16,8,1,10,0,0
929609,9,1,73,101,22,8,25,30,27,17,28,1,16,307,32,34,3,2,10,0,0
929611,35,1,68,120,36,8,15,31,24,25,24,3,13,195,14,9,3,8,10,0,0
929637,5,1,49,109,22,5,27,35,18,10,26,4,12,211,34,35,2,2,6,0,0
929686,16,1,59,99,1,4,32,33,17,11,17,4,12,249,30,35,1,1,10,3,0
929687,10,1,74,115,12,9,31,34,25,7,27,3,15,220,41,40,9,0,7,0,1
929699,26,1,93,103,4,4,26,33,21,15,20,1,16,281,32,30,1,4,9,0,0
929779,7,1,91,121,28,3,30,31,21,21,26,1,16,265,29,31,4,2,12,1,0
929812,8,1,12,82,16,3,31,34,20,22,20,4,12,203,25,33,1,2,6,0,0
929876,17,0,19,97,14,9,33,27,28,13,16,5,12,202,36,37,7,0,4,0,0
929912,0,1,22,83,10,4,27,26,26,16,24,2,12,248,37,38,2,2,8,0,0
929923,19,1,43,93,11,9,33,28,23,16,20,3,12,227,29,36,2,0,12,0,0
929969,47,1,67,85,12,3,28,25,21,28,27,2,14,235,24,24,1,4,10,0,0
929976,14,1,83,117,4,4,29,28,22,18,25,3,15,220,30,33,2,3,12,1,0
930093,30,1,33,96,4,5,34,21,17,23,20,2,12,202,33,29,1,0,9,0,0
930098,5,1,53,96,11,4,28,33,19,13,19,5,12,193,35,33,3,2,10,0,0
930121,30,1,82,103,21,6,25,29,21,14,19,2,12,203,27,27,7,3,10,0,0
930136,8,1,46,109,3,3,29,22,25,18,19,3,12,200,27,29,1,0,10,0,0
930149,14,1,83,120,27,3,32,33,33,18,30,2,16,235,36,34,2,5,9,0,0
930154,4,1,36,112,8,9,29,33,15,9,22,2,12,211,40,37,7,0,8,0,0
930160,26,1,30,77,9,2,29,34,30,16,17,4,12,203,32,37,1,4,8,0,0
930162,34,1,90,91,4,3,29,27,14,22,14,4,12,229,19,23,7,2,10,0,0
930194,23,1,70,99,24,4,33,31,24,22,15,1,12,222,35,40,1,0,12,0,0
930205,22,1,97,125,3,4,26,25,16,23,10,3,12,181,26,21,1,2,5,0,1
930230,13,1,83,102,7,3,31,30,33,18,21,3,12,210,31,40,3,2,12,0,0
930253,26,1,95,120,28,9,19,26,28,23,19,3,13,216,34,28,2,4,11,0,0
930282,45,1,50,98,4,6,32,32,20,22,21,4,12,241,25,30,2,1,10,0,0
930302,10,1,35,87,10,5,31,35,27,12,16,5,12,195,37,37,2,2,10,0,0
930305,11,1,34,78,4,4,32,35,27,13,16,3,13,213,27,41,1,2,14,1,0
930356,10,1,61,92,11,4,32,30,22,17,19,1,13,230,39,39,1,1,9,1,0
930368,15,1,67,83,23,9,27,36,23,18,23,3,12,216,39,41,3,3,11,0,1
930372,3,1,70,106,25,6,35,32,34,12,26,3,13,215,23,38,3,5,7,0,0
930377,13,1,96,129,22,9,32,31,28,11,20,5,12,194,32,30,3,2,6,0,0
930403,49,1,32,106,14,5,20,24,16,26,20,2,12,249,22,7,1,1,9,0,0
930406,24,1,99,113,44,5,24,35,22,19,24,1,16,351,26,39,2,1,15,1,0
930411,7,1,81,98,4,2,36,35,18,20,18,3,12,228,25,39,2,1,12,0,0
930436,1,1,70,102,9,4,31,27,29,5,34,2,15,199,35,32,1,1,5,0,0
930446,17,1,96,117,9,3,31,28,20,10,23,3,15,244,32,25,3,1,14,0,0
930481,21,1,48,99,21,3,27,26,36,26,26,3,12,215,15,17,1,6,5,0,1
930501,8,1,72,101,8,2,28,33,21,21,28,4,12,221,32,38,2,1,9,0,1
930506,20,1,52,97,6,3,30,33,24,15,17,3,12,200,34,35,2,3,9,0,0
930528,8,1,99,133,16,3,33,30,27,19,18,4,16,240,27,37,2,2,10,0,0
930543,6,1,99,133,21,6,29,23,24,11,27,3,17,214,37,41,2,1,9,3,0
930561,8,1,20,97,10,6,32,34,26,14,26,4,12,195,35,37,2,3,7,1,0
930562,14,1,74,111,13,6,16,33,28,10,30,2,16,199,42,34,7,0,12,0,0
930649,7,1,92,104,8,6,36,33,24,8,25,2,16,303,33,39,1,4,9,0,0
930657,35,1,97,120,29,9,22,32,24,19,18,4,13,224,27,31,2,3,8,2,0
930706,51,1,68,97,18,5,32,23,28,22,19,2,12,191,21,35,1,4,15,0,0
930717,6,1,73,89,18,2,29,29,26,18,31,2,14,283,37,35,1,6,12,0,0
930732,26,1,89,123,26,7,28,24,18,16,18,4,15,222,27,33,4,2,10,0,0
930757,11,1,90,101,8,5,26,30,23,14,23,1,12,242,28,33,2,0,9,0,0
930772,28,1,21,89,44,6,22,24,22,20,25,2,14,241,25,18,2,4,14,0,0
930775,23,1,22,97,6,3,32,26,17,14,25,1,12,340,34,31,2,0,9,0,0
930810,30,1,39,93,17,7,30,28,25,18,23,6,12,190,36,33,3,4,8,0,0
930850,4,1,17,79,5,5,32,30,14,24,9,5,13,225,16,28,6,2,9,0,0
